MOVE ID 5 and 6,Action ID,anim id,file id,manual description ,,MOVE ID 5 and 6,Action ID,anim id,file id,manual description ,,MOVE ID 5 and 6,Action ID,anim id,file id,manual description 
17 5E,HC_STAG_FL_UPF,71 20,71 00,ANIM: G84 stand up and jumpstep back (techroll?),,87 60,HC_SP_SUPER_L_BODY,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,F7 62,HC_WALL_LP_B,80 20,80 00,ANIM: opponent wall lean idle
18 5E,HC_STAG_FL_UPF_F,71 20,71 00,ANIM: G84 stand up and jumpstep back (techroll?),,88 60,HC_SP_SUPER_L_BODY_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,F8 62,HC_WALL_AT_AF,F6 21,F6 01,ANIM: wall sit -> wake up
19 5E,HC_STAG_FL_DNF,74 20,74 00,ANIM: G26 stand up and jumpstep back (techroll?),,89 60,HC_SP_SUPER_KNEE,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,F9 62,HC_WALL_AT_AB,F7 21,F7 01,ANIM: opponent wall lean -> wake up + turn around
1A 5E,HC_STAG_FL_DNF_F,74 20,74 00,ANIM: G26 stand up and jumpstep back (techroll?),,8A 60,HC_SP_SUPER_KNEE_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,FA 62,HC_WALL_HOKEN_F,A3 21,A3 01,ANIM: end of blown back -> G84
1B 5E,HC_STAG_FL_UPB,73 20,73 00,ANIM: OG84 stand up and jumpstep back + turnaround (techroll?),,8B 60,HC_SP_SUPER_BK_ELB,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,FB 62,HC_WALL_HOKEN_B,A5 21,A5 01,ANIM: OG26 splat -> tiny bounce -> OG26
1C 5E,HC_STAG_FL_UPB_F,73 20,73 00,ANIM: OG84 stand up and jumpstep back + turnaround (techroll?),,8C 60,HC_SP_SUPER_BK_ELB_F,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,FC 62,HC_WALL_HOKEN_RF,A9 21,A9 01,ANIM: G26-ish level -> tiny bounce back -> G26
1D 5E,HC_STAG_FL_DNB,72 20,72 00,ANIM: OG26 stand up and jumpstep back + turnaround (techroll?),,8D 60,HC_SP_SUPER_BK_HEAD,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,FD 62,HC_WALL_HOKEN_RB,A7 21,A7 01,ANIM: upside down airborne -> fall down + forward -> OG84
1E 5E,HC_STAG_FL_DNB_F,72 20,72 00,ANIM: OG26 stand up and jumpstep back + turnaround (techroll?),,8E 60,HC_SP_SUPER_BK_HEAD_F,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,FE 62,HC_WALL_HOKEN_HF,AB 21,AB 01,ANIM: airborne G84-ish -> fall -> tiny bounce back -> G84
1F 5E,HC_STAG_SPIN,58 20,58 00,ANIM: airborne G22 -> techroll back?,,8F 60,HC_SP_SUPER_BK_LO_R,5E 20,5E 00,ANIM: fall down + small bounce & decent slide back -> OG24,,FF 62,HC_WALL_HOKEN_HB,AD 21,AD 01,ANIM: airborne G26-ish -> fall -> tiny bounce forward -> OG26
20 5E,HC_STAG_SPIN_F,59 20,59 00,ANIM: low hit from right -> sit down -> quickly stand up + back,,90 60,HC_SP_SUPER_BK_LO_L,5F 20,5F 00,ANIM: strong low hit from left -> fall/bounce towards camera -> G88,,00 63,HC_WALL_THR_F,4E 22,4E 02,ANIM: start being blown back away
21 5E,HC_STAG_BK_SPIN,9A 22,9A 02,ANIM: opponent bt low hit from right -> stand back up and turn around,,91 60,HC_SP_SUPER_KURUKURU_R,68 22,68 02,ANIM: idle -> heavy high hit from right -> sideflip -> G82,,01 63,HC_WALL_THR_B,4F 22,4F 02,ANIM: start being blown forward away
22 5E,HC_STAG_BK_SPIN_F,9B 22,9B 02,ANIM: opponent bt low hit from left -> stand back up and turn around,,92 60,HC_SP_SUPER_KURUKURU_L,69 22,69 02,ANIM: idle -> heavy high hit from left -> sideflip -> G88,,02 63,HC_WALL_THR_RF,51 22,51 02,ANIM: airborne bt upside down start being blown back away
23 5E,HC_STAG_EYE,8C 21,8C 01,ANIM: short nosebleed stun,,93 60,HC_SP_SUPER_BREAST_S,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,03 63,HC_WALL_THR_RB,50 22,50 02,ANIM: opponent airborne upside down start being blown forward away
24 5E,HC_STAG_EYE_F,8C 21,8C 01,ANIM: short nosebleed stun,,94 60,HC_SP_SUPER_BREAST_S_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,04 63,HC_WALL_THR_B_2,8F 21,8F 01,ANIM: start being blown forward away
25 5E,HC_STAG_LKC,2F 22,2F 02,ANIM: heavy low vertical hit -> stumble back,,95 60,HC_SP_SUPER_BEATDOWN_L,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,05 63,HC_WALL_THR_SF,52 22,52 02,ANIM: start being blown back away
26 5E,HC_STAG_LKC_F,2F 22,2F 02,ANIM: heavy low vertical hit -> stumble back,,96 60,HC_SP_SUPER_BEATDOWN_L_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,06 63,HC_WALL_THR_SB,53 22,53 02,ANIM: start flying forward
27 5E,HC_STAG_LKC2,2F 22,2F 02,ANIM: heavy low vertical hit -> stumble back,,97 60,HC_SP_SUPER_BODY_LL,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,07 63,HC_WALL_THR_SRF,55 22,55 02,ANIM: airborne bt upside down start being blown back away
28 5E,HC_STAG_LKC2_F,2F 22,2F 02,ANIM: heavy low vertical hit -> stumble back,,98 60,HC_SP_SUPER_BODY_LL_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,08 63,HC_WALL_THR_SRB,54 22,54 02,ANIM: opponent airborne upside down start being blown forward away
29 5E,HC_STAG_LKC3,2F 22,2F 02,ANIM: heavy low vertical hit -> stumble back,,99 60,HC_SP_SUPER_UP_SIRI_L,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,09 63,HC_LO_WALL_F,44 22,44 02,ANIM: wall bounce -> G26
2A 5E,HC_STAG_LKC3_F,2F 22,2F 02,ANIM: heavy low vertical hit -> stumble back,,9A 60,HC_SP_SUPER_UP_SIRI_L_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,0A 63,HC_LO_WALL_B,42 22,42 02,ANIM: opponent bt wall bounce? -> OG84
2B 5E,HC_STAG_LKB,30 22,30 02,ANIM: heavy low hit from left -> stumble back,,9B 60,HC_SP_LKC_AL,27 23,27 03,ANIM: KO stun -> fall forward -> G26 idle start,,0B 63,HC_LO_WALL_RF,43 22,43 02,ANIM: upside down wall bounce? -> G26
2C 5E,HC_STAG_LKB_F,30 22,30 02,ANIM: heavy low hit from left -> stumble back,,9C 60,HC_SP_LKC_AL_F,27 23,27 03,ANIM: KO stun -> fall forward -> G26 idle start,,0C 63,HC_LO_WALL_RB,45 22,45 02,ANIM: opponent upside down wall bounce -> G26
2D 5E,HC_STAG_LKB2,30 22,30 02,ANIM: heavy low hit from left -> stumble back,,9D 60,HC_SP_LKB_AL,30 22,30 02,ANIM: heavy low hit from left -> stumble back,,0D 63,HC_HURDLE_F_OLD,71 22,71 02,ANIM: hit fence? -> fly over it back -> G26 -> techroll back
2E 5E,HC_STAG_LKB2_F,30 22,30 02,ANIM: heavy low hit from left -> stumble back,,9E 60,HC_SP_LKB_AL_F,30 22,30 02,ANIM: heavy low hit from left -> stumble back,,0E 63,HC_HURDLE_B,72 22,72 02,ANIM: opponent hit fence? -> fly over it forward -> G84 -> techroll away + turn around
2F 5E,HC_STAG_LKB3,30 22,30 02,ANIM: heavy low hit from left -> stumble back,,9F 60,HC_SP_HI_K_AL_R,82 20,82 00,"ANIM: take hit from right, super short step back and left",,0F 63,HC_HURDLE_RF,55 23,55 03,ANIM: airborne upside down bt -> hit fence? -> slo… -> hit ground (G84-ish) -> stand up -> step back
30 5E,HC_STAG_LKB3_F,30 22,30 02,ANIM: heavy low hit from left -> stumble back,,A0 60,HC_SP_HI_K_AL_L,83 20,83 00,"ANIM: take hit from left, super short step back and right",,10 63,HC_HURDLE_RB,56 23,56 03,ANIM: opponent airborne upside dowwn -> hit fence?…-> hit ground (G26-ish) -> stand up + turn around
31 5E,HC_HI_K,81 20,81 00,ANIM: take hit and full step back (change leading leg),,A1 60,HC_PS_BODY_AL,49 23,49 03,ANIM: moderate mid hit + almost jump/step back,,11 63,HC_ANIMAL_F,D5 22,D5 02,ANIM: airborne - hit fence? -> long and slow backflip -> G26
32 5E,HC_HI_K_F,81 20,81 00,ANIM: take hit and full step back (change leading leg),,A2 60,HC_PS_BODY_AL_F,49 23,49 03,ANIM: moderate mid hit + almost jump/step back,,12 63,HC_ANIMAL_B,D6 22,D6 02,ANIM: opponent bt airborne - hit fernce? -> long and slow front flip -> G84
33 5E,HC_MID_K,8E 21,8E 01,ANIM: short front gut hit crouch back to idle,,A3 60,HC_SP_BTDWN_AL,44 23,44 03,ANIM: idle -> A26 tall bounce back -> G26 idle start,,13 63,HC_ANIMAL_RF,D8 22,D8 02,ANIM: airborne upside down - hit fence? -> long and slow backflip -> G84
34 5E,HC_MID_K_F,8E 21,8E 01,ANIM: short front gut hit crouch back to idle,,A4 60,HC_SP_BTDWN_AL_F,44 23,44 03,ANIM: idle -> A26 tall bounce back -> G26 idle start,,14 63,HC_ANIMAL_RB,D7 22,D7 02,ANIM: opponent bt airborne upside down - hit fernce? -> long and slow front flip -> G26
35 5E,HC_KNEE_S,8D 21,8D 01,ANIM: short front gut hit jump back to idle,,A5 60,HC_SP_BTDWN_AL_BK,46 23,46 03,ANIM: opponent bt idle -> A84 tall bounce forward -> G84 idle start,,15 63,HC_STAG_THROW_HI_F,E9 22,E9 02,ANIM: take high hit from right -> step back + left
36 5E,HC_KNEE_S_F,8D 21,8D 01,ANIM: short front gut hit jump back to idle,,A6 60,HC_SP_BTDWN_AL_BK_F,46 23,46 03,ANIM: opponent bt idle -> A84 tall bounce forward -> G84 idle start,,16 63,HC_STAG_THROW_HI_B,EB 22,EB 02,ANIM: bt turn around + evade??
37 5E,HC_HI_K_R,82 20,82 00,"ANIM: take hit from right, super short step back and left",,A7 60,HC_SP_CAR_EDGE_F,F7 22,F7 02,ANIM: crouch? -> hard knock down -> G84,,17 63,HC_STAG_THROW_LO_F,EA 22,EA 02,ANIM: take front mid hit (or evade it?) -> step back
38 5E,HC_HI_K_L,83 20,83 00,"ANIM: take hit from left, super short step back and right",,A8 60,HC_SP_CAR_EDGE_F_F,F7 22,F7 02,ANIM: crouch? -> hard knock down -> G84,,18 63,HC_STAG_THROW_LO_B,EC 22,EC 02,ANIM: bt take hit + turn around + step-back/evade??
39 5E,HC_STAG_H_BODY,37 22,37 02,ANIM: heavy front mid hit with pushback,,A9 60,HC_SP_CAR_EDGE_B,F8 22,F8 02,ANIM: bt idle -> fly forward (G26-ish),,19 63,HC_WALL_ROLL_1,3B 22,3B 02,ANIM: airborne crouching?? bt -> fall down and slide forward -> OG84. Explosive wall bounce?..
3A 5E,HC_STAG_H_BODY_F,37 22,37 02,ANIM: heavy front mid hit with pushback,,AA 60,HC_SP_CAR_EDGE_B_F,F8 22,F8 02,ANIM: bt idle -> fly forward (G26-ish),,1A 63,HC_WALL_ROLL_2,3C 22,3C 02,ANIM: upside down airborne bt -> fall down and slide forward -> OG84. Explosive wall bounce?..
3B 5E,HC_STAG_HI_KICK,50 20,50 00,ANIM: high hit from left -> crumple KO stun -> fall towards camera -> G82,,AB 60,HC_SP_TIN_6K,F9 20,F9 00,ANIM: idle -> short jump up + back -> G26,,1B 63,HC_GUARD_SP_STD,3D 22,3D 02,ANIM: crouch -> fall -> G26 (boxes?)
3C 5E,HC_STAG_HI_KICK_F,50 20,50 00,ANIM: high hit from left -> crumple KO stun -> fall towards camera -> G82,,AC 60,HC_SP_TIN_6K_F,F9 20,F9 00,ANIM: idle -> short jump up + back -> G26,,1C 63,HC_GUARD_SP_SIT,13 21,13 01,
3D 5E,HC_STAG_LSD,3A 22,3A 02,ANIM: medium hit from right (mid? low?),,AD 60,HC_SP_BUMP_UP_FD,19 23,19 03,,,1D 63,HC_GUARD_BK_STD,B7 20,B7 00,ANIM: bt turnaround and block?..
3E 5E,HC_STAG_LSD_F,39 22,39 02,ANIM: medium hit from left (mid? low?),,AE 60,HC_SP_BUMP_UP_BD,1A 23,1A 03,,,1E 63,HC_GUARD_BK_SIT,B8 20,B8 00,ANIM: bt turnaround and block crouch?..
3F 5E,HC_STAG_BEATDWN,98 23,98 03,ANIM: forced sit-down -> stand up,,AF 60,HC_SP_BUMP_DOWN_FU,57 23,57 03,ANIM: airborne upside down bt -> hit fence? -> slo… -> hit ground (G84-ish) -> stand up -> step back,,1F 63,HC_LU_DRS_BND_F,39 21,39 01,ANIM: finish torpedo spin fly back -> G84 idle start
40 5E,HC_STAG_BEATDWN_F,98 23,98 03,ANIM: forced sit-down -> stand up,,B0 60,HC_SP_BUMP_DOWN_BU,54 23,54 03,ANIM: opponent hit fence? -> fly over it forward -> G84 -> techroll away + turn around,,20 63,HC_LU_DRS_BND_B,3B 21,3B 01,ANIM: finish torpedo spin fly forwward -> OG86 idle start
41 5E,HC_STAG_BEATDWN_BK,97 22,97 02,ANIM: super heavy bt downwards hit -> hold onto floor -> stand back up and move away and turn around,,B1 60,HC_SP_BUMP_DOWN_FD,53 23,53 03,ANIM: hit fence? -> fly over it back -> G26 -> techroll back,,21 63,HC_AY_SHOW_AF_B,31 20,31 00,
42 5E,HC_STAG_BEATDWN_BK_F,97 22,97 02,ANIM: super heavy bt downwards hit -> hold onto floor -> stand back up and move away and turn around,,B2 60,HC_SP_BUMP_DOWN_BD,58 23,58 03,ANIM: opponent airborne upside dowwn -> hit fence?…-> hit ground (G26-ish) -> stand up + turn around,,22 63,HC_BND_DRA_F,13 22,13 02,ANIM: continue being blown back away -> roll -> G26
43 5E,HC_STAG_RALI,A7 22,A7 02,ANIM: moderate front hit -> step back,,B3 60,HC_SP_BEATDWN_S,26 20,26 00,ANIM: fall down and low bounce back (G26),,23 63,HC_KIRI_BND_B,5D 21,5D 01,ANIM: ground -> tiny bounce up + back -> ground idle start (G84)
44 5E,HC_STAG_RALI_F,A7 22,A7 02,ANIM: moderate front hit -> step back,,B4 60,HC_SP_BEATDWN_S_F,26 20,26 00,ANIM: fall down and low bounce back (G26),,24 63,HC_LU_DRA_F_DWN,07 21,07 01,ANIM: blown away back -> slide landing (legs up) -> G84
45 5E,HC_STAG_BK_MID_TURN,17 21,17 01,ANIM: take strong bt hit -> lean onto ground -> stand and turn around,,B5 60,HC_SP_ELBOW_L,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,25 63,HC_BUMP_UP_F,02 23,02 03,
46 5E,HC_STAG_BK_MID_TURN_F,17 21,17 01,ANIM: take strong bt hit -> lean onto ground -> stand and turn around,,B6 60,HC_SP_ELBOW_L_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,26 63,HC_BUMP_UP_B,03 23,03 03,
47 5E,HC_STAG_BK_RECOVER,B1 22,B1 02,ANIM: legacy bt stagger escape + turn around,,B7 60,HC_SP_FACE_K_S,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,27 63,HC_BUMP_UP_RF,04 23,04 03,
48 5E,HC_STAG_BK_RECOVER_F,B1 22,B1 02,ANIM: legacy bt stagger escape + turn around,,B8 60,HC_SP_FACE_K_S_F,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,28 63,HC_BUMP_UP_RB,05 23,05 03,
49 5E,HC_STAG_LEON_CRS,B4 25,B4 05,ANIM: forced knock back onto butt -> stand up,,B9 60,HC_SP_FACE_K_M,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,29 63,HC_BUMP_DOWN_FR_UP,A8 20,A8 00,ANIM: long fall idle (G84-ish)
4A 5E,HC_STAG_LEON_CRS_F,B4 25,B4 05,ANIM: forced knock back onto butt -> stand up,,BA 60,HC_SP_FACE_K_M_F,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,2A 63,HC_BUMP_DOWN_FR_DW,A9 20,A9 00,ANIM: long fall idle (G26-ish)
4B 5E,HC_STAG_TAME,60 22,60 02,ANIM: heavy guard break + step back,,BB 60,HC_SP_HOOK_L,9F 23,9F 03,ANIM: high hit from left - step back + right,,2B 63,HC_BUMP_DOWN_BK_UP,AA 20,AA 00,ANIM: long fall idle (G84-ish)
4C 5E,HC_STAG_TAME_F,60 22,60 02,ANIM: heavy guard break + step back,,BC 60,HC_SP_HOOK_L_F,A0 23,A0 03,ANIM: high hit from right - step back + left,,2C 63,HC_BUMP_DOWN_BK_DW,AB 20,AB 00,ANIM: long fall idle (G26-ish)
4D 5E,HC_STAG_TAME_LO,95 22,95 02,ANIM: crouching GB,,BD 60,HC_SP_UPPER_L,4A 21,4A 01,ANIM: start flying back -> G84-ish airborne level (and again),,2D 63,HC_BUMP_DOWN_FLY,FE 21,FE 01,ANIM: idle -> launch + long fall down airborne upside down bt (no root motion)
4E 5E,HC_STAG_TAME_LO_F,95 22,95 02,ANIM: crouching GB,,BE 60,HC_SP_UPPER_L_F,4A 21,4A 01,ANIM: start flying back -> G84-ish airborne level (and again),,2E 63,HC_BUMP_DOWN_FLY_B,FF 21,FF 01,ANIM: bt idle -> launch + long fall down airborne G26-ish (no root motion)
4F 5E,HC_STAG_G_BK,85 22,85 02,ANIM: take hit (or GB?) and make a step back,,BF 60,HC_SP_FACE_K_L,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,2F 63,HC_BUMP_DOWN_UKI,FD 21,FD 01,ANIM: idle -> launch + long fall down airborne G84-ish (no root motion)
50 5E,HC_STAG_G_BK_F,85 22,85 02,ANIM: take hit (or GB?) and make a step back,,C0 60,HC_SP_FACE_K_L_F,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,30 63,HC_BUMP_DOWN_REV_F,02 22,02 02,ANIM: airborne bt upside down -> relaunch? -> long fall down G26-ish
51 5E,HC_STAG_HADOU,56 20,56 00,"ANIM: DOA5 critical burst (crumple KO stun, stand for a second, fall forward G26)",,C1 60,HC_SP_HOOK_S,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,31 63,HC_BUMP_DOWN_REV_B,04 22,04 02,ANIM: opponent airborne upside down -> small blow …g fall down airborne upside down (no root motion)
52 5E,HC_STAG_HADOU_F,56 20,56 00,"ANIM: DOA5 critical burst (crumple KO stun, stand for a second, fall forward G26)",,C2 60,HC_SP_HOOK_S_F,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,32 63,HC_BUMP_DOWN_EDGE_F,06 22,06 02,ANIM: G84 -> start long fall down airborne bt upside down (legacy ground poke to ledge?)
53 5E,HC_STAG_BK_HEAD_S,CE 24,CE 04,ANIM: light bt high hit + turn around,,C3 60,HC_SP_SIRI_L,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,33 63,HC_BUMP_DOWN_EDGE_B,07 22,07 02,ANIM: G26 -> start long fall down airborne upside down (legacy ground poke to ledge?)
54 5E,HC_STAG_BK_HEAD_S_F,CE 24,CE 04,ANIM: light bt high hit + turn around,,C4 60,HC_SP_SIRI_L_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,34 63,HC_BUMP_DOWN_EDGE_RF,09 22,09 02,ANIM: G26 -> start long fall down airborne upside down (legacy ground poke to ledge?)
55 5E,HC_STAG_HADOU2,B3 21,B3 01,ANIM: crumple gut stun -> fall towards camera -> G22,,C5 60,HC_SP_BEATDWN_L,26 20,26 00,ANIM: fall down and low bounce back (G26),,35 63,HC_BUMP_DOWN_EDGE_RB,08 22,08 02,ANIM: G84 -> start long fall down airborne bt upside down (legacy ground poke to ledge?)
56 5E,HC_STAG_HADOU2_F,B3 21,B3 01,ANIM: crumple gut stun -> fall towards camera -> G22,,C6 60,HC_SP_BEATDWN_L_F,26 20,26 00,ANIM: fall down and low bounce back (G26),,36 63,HC_FALL_RIDLEY,16 23,16 03,
57 5E,HC_MID_K_LO,8E 21,8E 01,ANIM: short front gut hit crouch back to idle,,C7 60,HC_SP_KNEE_L,F9 20,F9 00,ANIM: idle -> short jump up + back -> G26,,37 63,HC_FALL_RIDLEY_BND_F,49 22,49 02,
58 5E,HC_MID_K_LO_F,8E 21,8E 01,ANIM: short front gut hit crouch back to idle,,C8 60,HC_SP_KNEE_L_F,F9 20,F9 00,ANIM: idle -> short jump up + back -> G26,,38 63,HC_FALL_BRIDGE_BND_F,1B 23,1B 03,ANIM: continue falling down (G86-ish) -> moderate bounce off ground -> G86
59 5E,HC_STAG_CEIL_FU,C1 2E,C1 0E,,,C9 60,HC_SP_SPIN_L,5E 20,5E 00,ANIM: fall down + small bounce & decent slide back -> OG24,,39 63,HC_FALL_BRIDGE_BND_B,1D 23,1D 03,ANIM: continue falling down (G24-ish) -> moderate bounce off ground -> G24
5A 5E,HC_STAG_CEIL_BU,C2 2E,C2 0E,,,CA 60,HC_SP_SPIN_L_F,5F 20,5F 00,ANIM: strong low hit from left -> fall/bounce towards camera -> G88,,3A 63,HC_FALL_BRIDGE_BND_RF,1E 23,1E 03,ANIM: continue falling down (G86-ish) -> moderate bounce off ground -> G86
5B 5E,HC_STAG_CEIL_FD,C0 2E,C0 0E,,,CB 60,HC_SP_LK_L,41 20,41 00,"ANIM: bt take hit, short jump/fly to OG26 (basic juggle?)",,3B 63,HC_FALL_BRIDGE_BND_RB,1C 23,1C 03,ANIM: continue falling down (G24-ish) -> moderate bounce off ground -> G24
5C 5E,HC_STAG_CEIL_BD,C0 2E,C0 0E,,,CC 60,HC_SP_LK_L_F,41 20,41 00,"ANIM: bt take hit, short jump/fly to OG26 (basic juggle?)",,3C 63,HC_TORCH_F,EF 22,EF 02,"ANIM: boxes? -> fall back -> G84 (no bounces, no long window for attack)"
5D 5E,HC_STAG_HURDLE_FU,57 23,57 03,ANIM: airborne upside down bt -> hit fence? -> slo… -> hit ground (G84-ish) -> stand up -> step back,,CD 60,HC_SP_BK_FACE_S,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,3D 63,HC_TORCH_B,F0 22,F0 02,"ANIM: opponent bt -> boxes? -> fall forward -> G26 (no bounces, no long window for attack)"
5E 5E,HC_STAG_HURDLE_BU,54 23,54 03,ANIM: opponent hit fence? -> fly over it forward -> G84 -> techroll away + turn around,,CE 60,HC_SP_BK_FACE_S_F,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,3E 63,HC_TORCH_RF,F1 22,F1 02,ANIM: upside dowwn -> boxes (or wall?) -> G26 idle start
5F 5E,HC_STAG_HURDLE_FD,53 23,53 03,ANIM: hit fence? -> fly over it back -> G26 -> techroll back,,CF 60,HC_SP_BK_BODY_S,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,3F 63,HC_TORCH_RB,F2 22,F2 02,ANIM: upside down -> boxes? (or wall?) -> fall down -> G86
60 5E,HC_STAG_HURDLE_BD,58 23,58 03,ANIM: opponent airborne upside dowwn -> hit fence?…-> hit ground (G26-ish) -> stand up + turn around,,D0 60,HC_SP_BK_BODY_S_F,0D 20,0D 00,ANIM: bt idle -> fly forward (G26-ish),,40 63,HC_AIR_FIRE_F,5C 23,5C 03,ANIM: idle -> juggle (G84-ish) -> level (again)
61 5E,HC_P_FINISH_F,6B 20,6B 00,ANIM: hch/crumple KO stun -> slowly fall back -> G24,,D1 60,HC_SP_PILLAR_EDGE_F,F7 22,F7 02,ANIM: crouch? -> hard knock down -> G84,,41 63,HC_AIR_FIRE_B,5C 23,5C 03,ANIM: idle -> juggle (G84-ish) -> level (again)
62 5E,HC_P_FINISH_F_F,6B 20,6B 00,ANIM: hch/crumple KO stun -> slowly fall back -> G24,,D2 60,HC_SP_PILLAR_EDGE_F_F,F7 22,F7 02,ANIM: crouch? -> hard knock down -> G84,,42 63,HC_AIR_R_FIRE_F,5C 23,5C 03,ANIM: idle -> juggle (G84-ish) -> level (again)
63 5E,HC_P_FINISH_B,6D 20,6D 00,ANIM: bt hch/crumple KO stun -> slowly fall forward -> OG26,,D3 60,HC_STAG_SP_P_FURA,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,43 63,HC_AIR_R_FIRE_B,5C 23,5C 03,ANIM: idle -> juggle (G84-ish) -> level (again)
64 5E,HC_P_FINISH_B_F,6D 20,6D 00,ANIM: bt hch/crumple KO stun -> slowly fall forward -> OG26,,D4 60,HC_STAG_SP_P_FURA_F,0C 20,0C 00,ANIM: idle -> juggle (G84-ish) -> prepare for back wall impact?..,,44 63,HC_FALL_BRIDGE_BND_F_1F,B1 23,B1 03,ANIM: continue falling down (G86-ish) -> moderate bounce off ground -> G86
65 5E,HC_STAG_UPPER_S,48 23,48 03,ANIM: almost a lift stun,,D5 60,HC_SP_GB_L,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,45 63,HC_FALL_BRIDGE_BND_B_1F,B2 23,B2 03,ANIM: continue falling down (G24-ish) -> moderate bounce off ground -> G24
66 5E,HC_STAG_UPPER_S_F,48 23,48 03,ANIM: almost a lift stun,,D6 60,HC_SP_GB_L_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,46 63,HC_FALL_BRIDGE_BND_RF_1F,B3 23,B3 03,ANIM: continue falling down (G86-ish) -> moderate bounce off ground -> G86
67 5E,HC_STAG_BODY_S,49 23,49 03,ANIM: moderate mid hit + almost jump/step back,,D7 60,HC_SP_SIRI_S,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,47 63,HC_FALL_BRIDGE_BND_RB_1F,B4 23,B4 03,ANIM: continue falling down (G24-ish) -> moderate bounce off ground -> G24
68 5E,HC_STAG_BODY_S_F,49 23,49 03,ANIM: moderate mid hit + almost jump/step back,,D8 60,HC_SP_SIRI_S_F,5A 22,5A 02,ANIM: crouch? -> hard knock down -> G84,,48 63,HC_HIT_PB,2E 21,2E 01,ANIM: take weak hit (mid? low?)
69 5E,HC_STAG_FACE_S,4A 23,4A 03,ANIM: moderate front hight hit -> half step back,,D9 60,HC_SP_UPPER_NEW_L,4A 21,4A 01,ANIM: start flying back -> G84-ish airborne level (and again),,49 63,HC_HIT_PB_FLIP,2E 21,2E 01,ANIM: take weak hit (mid? low?)
6A 5E,HC_STAG_FACE_S_F,4A 23,4A 03,ANIM: moderate front hight hit -> half step back,,DA 60,HC_SP_UPPER_NEW_L_F,4A 21,4A 01,ANIM: start flying back -> G84-ish airborne level (and again),,4A 63,HC_HIT_PB_B,35 21,35 01,ANIM: take weak bt hit (no turn around)
6B 5E,HC_STAG_BK_LO_S,C8 24,C8 04,ANIM: low bt hit + turn around,,DB 60,HC_SP_KNEE_NEW_L,F9 20,F9 00,ANIM: idle -> short jump up + back -> G26,,4B 63,HC_HIT_PB_B_FLIP,35 21,35 01,ANIM: take weak bt hit (no turn around)
6C 5E,HC_STAG_BK_LO_S_F,C8 24,C8 04,ANIM: low bt hit + turn around,,DC 60,HC_SP_KNEE_NEW_L_F,F9 20,F9 00,ANIM: idle -> short jump up + back -> G26,,4C 63,HC_FALL_FR_UP_LOOP,B8 23,B8 03,ANIM: ??? force sit down -> huge pusback -> A84-ish bounce back -> G84 idle start
6D 5E,HC_STAG_HI_LG_R,52 23,52 03,ANIM: moderate hight hit from down/right -> half step back/left,,DD 60,HC_SP_KNEE_NEW,F9 20,F9 00,ANIM: idle -> short jump up + back -> G26,,4D 63,HC_CLIFF_ROLL_HANG,85 23,85 03,ANIM: continue rolling off a cliff -> hold onto something and half-hang
